SKU Number,Warehouse Quantity
C5x,0
C5c,276
Advanced,400
B11,33
B24,8
B5,15
PoE-56V,0
PoE-24V,1712
NID,2745
N5-X16,17
N5-X12,18
N5-45x4,86
N5-45x2,0
N5-360,0
C6x,249
B5x,0
B5c,0
A6,91
A5x,74
A5c,186
A5-14,29
N5-X20-8,402
PoE-50V,401
FlexiMount,4608
N5-X25-8,457
PowerCord,1855
N5-X25-2,44
N5-X20-2,10
MMP,0
MMP,0
MMP,0
MMP,0
502-00030,499
C5x-IP67,572
